depth_m,serial,time,temp,file_i
-7.5,0481 A700 CA1E 05,2024-05-03T16:39:04Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:39:24Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:39:44Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:40:04Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:40:24Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:40:44Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:41:04Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:41:24Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:41:44Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:42:04Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:42:24Z,11.6,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:42:44Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:43:04Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:43:24Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:43:44Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:44:04Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:44:24Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:44:44Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:45:04Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:45:24Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:45:44Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:46:04Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:46:24Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:46:44Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:47:04Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:47:24Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:47:44Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:48:04Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:48:24Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:48:44Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:49:04Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:49:24Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:49:44Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:50:04Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:50:24Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:50:44Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:51:04Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:51:24Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:51:44Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:52:04Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:52:24Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:52:44Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:53:04Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:53:24Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:53:44Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:54:04Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:54:24Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:54:44Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:55:04Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:55:24Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:55:44Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:56:04Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:56:24Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:56:44Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:57:04Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:57:24Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:57:44Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:58:04Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:58:24Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:58:44Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:59:04Z,11.6,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:59:24Z,11.6,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:59:44Z,11.6,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:00:04Z,11.6,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:00:24Z,11.6,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:00:44Z,11.6,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:01:04Z,11.6,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:01:24Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:01:44Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:02:04Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:02:24Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:02:44Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:03:04Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:03:24Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:03:44Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:04:04Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:04:24Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:04:44Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:05:04Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:05:24Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:05:44Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:06:04Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:06:24Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:06:44Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:07:04Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:07:24Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:07:44Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:08:04Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:08:24Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:08:44Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:09:04Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:09:24Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:09:44Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:10:04Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:10:24Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:10:44Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:11:04Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:11:24Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:11:44Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:12:04Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:12:24Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:12:44Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:13:04Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:13:24Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:13:44Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:14:04Z,11.6,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:14:24Z,11.6,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:14:44Z,11.6,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:15:04Z,11.6,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:15:24Z,11.6,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:15:44Z,11.6,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:16:04Z,11.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:16:24Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:16:44Z,12.2,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:17:04Z,12.4,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:17:24Z,12.5,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:17:44Z,12.6,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:18:04Z,12.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:18:24Z,12.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:18:44Z,12.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:19:04Z,12.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:19:24Z,13,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:19:44Z,13,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:20:04Z,13,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:20:24Z,13.1,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:20:44Z,13.1,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:21:04Z,13.1,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:21:24Z,13.2,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:21:44Z,13.2,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:22:04Z,13.2,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:22:24Z,13.2,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:22:44Z,13.3,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:23:04Z,13.4,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:23:24Z,13.4,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:23:44Z,13.4,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:24:04Z,13.4,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:24:24Z,13.4,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:24:44Z,13.4,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:25:04Z,13.5,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:25:24Z,13.5,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:25:44Z,13.5,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:26:04Z,13.5,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:26:24Z,13.5,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:26:44Z,13.5,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:27:04Z,13.6,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:27:24Z,13.6,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:27:44Z,13.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:28:04Z,13.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:28:24Z,13.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:28:44Z,14.1,5
-7.5,0481 A700 CA1E 05,2024-05-03T17:29:04Z,NA,5
-6.5,0413 2900 B80D 0B,2024-05-03T16:23:03Z,NA,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:23:23Z,16.2,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:23:43Z,16.2,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:24:03Z,16.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:24:23Z,16.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:24:43Z,16.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:25:03Z,16.4,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:25:23Z,16.4,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:25:43Z,16.4,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:26:03Z,16.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:26:23Z,16.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:26:43Z,16.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:27:03Z,16.2,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:27:23Z,16.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:27:43Z,16.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:28:03Z,16.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:28:23Z,16.1,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:28:43Z,15.4,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:29:03Z,14.7,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:29:23Z,14.2,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:29:43Z,13.8,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:30:03Z,13.7,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:30:23Z,13.5,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:30:43Z,13.4,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:31:03Z,13.2,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:31:23Z,13,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:31:43Z,12.9,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:32:03Z,12.7,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:32:23Z,12.6,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:32:43Z,12.5,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:33:03Z,12.5,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:33:23Z,12.4,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:33:43Z,12.4,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:34:03Z,12.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:34:23Z,12.2,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:34:43Z,12.2,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:35:03Z,12.4,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:35:23Z,12.5,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:35:43Z,12.6,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:36:03Z,12.6,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:36:23Z,12.6,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:36:43Z,12.5,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:37:03Z,12.4,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:37:23Z,12.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:37:43Z,12.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:38:03Z,12.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:38:23Z,12.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:38:43Z,12.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:39:03Z,12.2,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:39:23Z,12.2,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:39:43Z,12.2,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:40:03Z,12.2,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:40:23Z,12.1,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:40:43Z,12.1,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:41:03Z,12.1,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:41:23Z,12.1,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:41:43Z,12,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:42:03Z,12,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:42:23Z,12,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:42:43Z,12,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:43:03Z,12,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:43:23Z,12.1,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:43:43Z,12.2,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:44:03Z,12.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:44:23Z,12.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:44:43Z,12.4,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:45:03Z,12.6,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:45:23Z,12.6,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:45:43Z,12.7,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:46:03Z,12.8,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:46:23Z,12.8,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:46:43Z,12.8,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:47:03Z,12.6,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:47:23Z,12.5,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:47:43Z,12.5,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:48:03Z,12.4,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:48:23Z,12.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:48:43Z,12.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:49:03Z,12.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:49:23Z,12.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:49:43Z,12.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:50:03Z,12.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:50:23Z,12.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:50:43Z,12.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:51:03Z,12.4,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:51:23Z,12.4,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:51:43Z,12.5,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:52:03Z,12.5,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:52:23Z,12.5,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:52:43Z,12.6,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:53:03Z,12.6,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:53:23Z,12.8,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:53:43Z,12.9,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:54:03Z,12.9,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:54:23Z,13,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:54:43Z,13,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:55:03Z,13,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:55:23Z,12.9,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:55:43Z,12.8,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:56:03Z,12.7,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:56:23Z,12.6,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:56:43Z,12.4,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:57:03Z,12.4,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:57:23Z,12.2,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:57:43Z,12.2,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:58:03Z,12.1,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:58:23Z,12,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:58:43Z,12.1,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:59:03Z,12,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:59:23Z,12,1
-6.5,0413 2900 B80D 0B,2024-05-03T16:59:43Z,11.9,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:00:03Z,12,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:00:23Z,11.9,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:00:43Z,12,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:01:03Z,11.9,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:01:23Z,12,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:01:43Z,12,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:02:03Z,12.2,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:02:23Z,12.4,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:02:43Z,12.5,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:03:03Z,12.7,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:03:23Z,12.7,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:03:43Z,12.7,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:04:03Z,12.8,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:04:23Z,12.7,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:04:43Z,12.7,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:05:03Z,12.7,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:05:23Z,12.7,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:05:43Z,12.6,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:06:03Z,12.5,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:06:23Z,12.4,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:06:43Z,12.4,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:07:03Z,12.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:07:23Z,12.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:07:43Z,12.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:08:03Z,12.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:08:23Z,12.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:08:43Z,12.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:09:03Z,12.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:09:23Z,12.4,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:09:43Z,12.5,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:10:03Z,12.6,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:10:23Z,12.7,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:10:43Z,12.7,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:11:03Z,12.8,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:11:23Z,12.6,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:11:43Z,12.6,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:12:03Z,12.6,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:12:23Z,12.6,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:12:43Z,12.6,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:13:03Z,12.6,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:13:23Z,12.6,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:13:43Z,12.5,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:14:03Z,12.4,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:14:23Z,12.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:14:43Z,12.2,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:15:03Z,12.2,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:15:23Z,12.1,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:15:43Z,12.2,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:16:03Z,12.2,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:16:23Z,12.4,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:16:43Z,12.8,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:17:03Z,13,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:17:23Z,13.2,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:17:43Z,13.4,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:18:03Z,13.5,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:18:23Z,13.6,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:18:43Z,13.6,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:19:03Z,13.7,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:19:23Z,13.8,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:19:43Z,13.8,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:20:03Z,13.9,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:20:23Z,13.9,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:20:43Z,13.9,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:21:03Z,14,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:21:23Z,13.9,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:21:43Z,14,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:22:03Z,14,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:22:23Z,14,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:22:43Z,14.1,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:23:03Z,14.1,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:23:23Z,14.2,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:23:43Z,14.2,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:24:03Z,14.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:24:23Z,14.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:24:43Z,14.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:25:03Z,14.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:25:23Z,14.2,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:25:43Z,14.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:26:03Z,14.3,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:26:23Z,14.5,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:26:43Z,14.6,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:27:03Z,14.7,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:27:23Z,NA,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:27:43Z,15.4,1
-6.5,0413 2900 B80D 0B,2024-05-03T17:28:03Z,15.5,1
-5.5,049A 2500 9F39 0B,2024-05-03T16:23:42Z,NA,7
-5.5,049A 2500 9F39 0B,2024-05-03T16:24:02Z,15.9,7
-5.5,049A 2500 9F39 0B,2024-05-03T16:24:22Z,16,7
-5.5,049A 2500 9F39 0B,2024-05-03T16:24:42Z,16,7
-5.5,049A 2500 9F39 0B,2024-05-03T16:25:02Z,16.1,7
-5.5,049A 2500 9F39 0B,2024-05-03T16:25:22Z,16.1,7
-5.5,049A 2500 9F39 0B,2024-05-03T16:25:42Z,16.2,7
-5.5,049A 2500 9F39 0B,2024-05-03T16:26:02Z,16.1,7
-5.5,049A 2500 9F39 0B,2024-05-03T16:26:22Z,16,7
-5.5,049A 2500 9F39 0B,2024-05-03T16:26:42Z,16.1,7
-5.5,049A 2500 9F39 0B,2024-05-03T16:27:02Z,16.1,7
-5.5,049A 2500 9F39 0B,2024-05-03T16:27:22Z,16.1,7
-5.5,049A 2500 9F39 0B,2024-05-03T16:27:42Z,16.1,7
